Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Ministry of Justice,MoJ HQ,04-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1084007,"Ł127,602.34","CCN No: 432 - YJB Connectivity Hosting 01/04/12 - 31/07/13					 					 							"
Ministry of Justice,MoJ HQ,04-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1084043,"Ł128,741.21",HP ICT App Maint & Supp (VAT Rec) FY12/13 (Schedule)
Ministry of Justice,MoJ HQ,01-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1083801,"Ł135,974.71",HP ICT Telephony (NON VAT Rec) FY12/13 (Schedule)
Ministry of Justice,MoJ HQ,01-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1083736,"Ł136,673.25",ICT Desktops (Schedule)
Ministry of Justice,MoJ HQ,04-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1084007,"Ł146,534.86",FJS Service Management   Managed Service (Schedule)
Ministry of Justice,MoJ HQ,01-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1083736,"Ł162,496.48",ICT Laptops (Schedule)
Ministry of Justice,MoJ HQ,04-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1084071,"Ł163,762.02",ICT Other (Schedule)
Ministry of Justice,MoJ HQ,29-Oct-12,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1085990,"Ł164,517.96",Lotus Notes (RFS 97044) (Schedule)
Ministry of Justice,MoJ HQ,29-Oct-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1085990,"Ł169,788.33",PQ108 - OMNI-T Capital Expenditure FY1112
Ministry of Justice,MoJ HQ,29-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1085990,"Ł170,499.29",Steria ICT Telephony (NON VAT Rec) FY12/13 (Schedule)
Ministry of Justice,MoJ HQ,04-Oct-12,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1084043,"Ł181,352.97",PB508 - HP Project Implementation Costs - Replaces PO 10000024857
Ministry of Justice,MoJ HQ,04-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1084007,"Ł186,009.44",FJS Operations - Production Environment   Managed Service (Schedule)
Ministry of Justice,MoJ HQ,22-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CAPITA SECURE INFORMATION SYSTEMS,1085352,"Ł190,788.00",Oasys Support 2012-2013
Ministry of Justice,MoJ HQ,01-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS WORLDWIDE,1083757,"Ł202,935.77",SM-SMXi CJS Secure E-mail Managed Service (Schedule)
Ministry of Justice,MoJ HQ,18-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1085031,"Ł220,000.00",CCN2277-01 - NOP Main CCN
Ministry of Justice,MoJ HQ,29-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1085990,"Ł228,004.06",Steria ICT App Maint & Supp (VAT Rec) FY12/13 (Schedule)
Ministry of Justice,MoJ HQ,25-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,DETICA LTD,1085611,"Ł241,965.63",This PO is for the services of the IA Managed Service. For the period April-October 2012.   It relates to Re-chargeable costs (Schedule)
Ministry of Justice,MoJ HQ,18-Oct-12,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1085193,"Ł289,167.00","CCN (fixed price) - L-R-3047-02 Data Retention and Disposal HMCTS174 Libra DRD"" One Off charge						 							"
Ministry of Justice,MoJ HQ,04-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ACTICA CONSULTING LTD,1083920,"Ł289,777.12",This PO is for the services of the Architecture Managed Service. For the period April-October 2012.  It relates to rechargeable costs (Schedule)
Ministry of Justice,MoJ HQ,01-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1083736,"Ł295,595.24",ICT Laptops (Schedule)
Ministry of Justice,MoJ HQ,01-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1083801,"Ł312,999.45",HP ICT Telephony (NON VAT Rec) FY12/13 (Schedule)
Ministry of Justice,MoJ HQ,01-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1083736,"Ł335,370.00",ICT Service Desk (Schedule)
Ministry of Justice,MoJ HQ,22-Oct-12,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1085498,"Ł360,000.00","CCN 15 (Quantum)-	PMIL101a Completion of Application UAT as defined within user acceptance test strategy. Initial Payment will be Ł360,000						"
Ministry of Justice,MoJ HQ,01-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1083801,"Ł368,247.20",HP ICT App Maint & Supp (VAT Rec) FY12/13 (Schedule)
Ministry of Justice,MoJ HQ,04-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1084071,"Ł402,178.00",ICT Hosting (Schedule)
Ministry of Justice,MoJ HQ,29-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1085990,"Ł509,992.47",Steria ICT Hosting (VAT Rec) FY12/13 (Schedule)
Ministry of Justice,MoJ HQ,01-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1083736,"Ł663,605.45",ICT Desktops (Schedule)
Ministry of Justice,MoJ HQ,22-Oct-12,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1085498,"Ł848,000.00","CCN 15 (Quantum)-	PMIL103a ICMS Migration Tool (Business logic & SIT completed) Initial payment Ł565,000						 NOTE: Re ITEMS LISTED ABOVE ~  this MOJ purchase order supercedes NOMS/HMPS PO 2167626						"
Ministry of Justice,MoJ HQ,29-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1085990,"Ł892,326.14",Steria ICT Network Services (VAT Rec) FY12/13 (Schedule)
Ministry of Justice,MoJ HQ,01-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1083801,"Ł892,919.00",HP ICT App Maint & Supp (VAT Rec) FY12/13 (Schedule)
Ministry of Justice,MoJ HQ,01-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1083801,"Ł932,940.89",HP ICT Network Services (VAT Rec) FY12/13 (Schedule)
Ministry of Justice,MoJ HQ,01-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1083736,"Ł1,273,788.44",ICT Network Services (Schedule)
Ministry of Justice,MoJ HQ,08-Oct-12,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,ORACLE CORPORATION UK LTD,1084380,"Ł1,427,010.06","Oracle Programs Licence Fees as per Ordering document dated 11/7/12: Processor Perpetual x 48 for Partitioning, Real application clusters, Diagnostics pack, Tuning pack, Database lifecycle management pack, Oracle database enterprise edition"
Ministry of Justice,MoJ HQ,29-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1085990,"Ł1,470,549.40",Steria ICT Desktops (VAT Rec) FY12/13 (Schedule)
Ministry of Justice,MoJ HQ,25-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1085552,"Ł1,691,421.32",ICT Hosting (Schedule)
Ministry of Justice,MoJ HQ,22-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1085406,"Ł2,431,068.89",HP ICT Desktops (VAT Rec) FY12/13 (Schedule)
Ministry of Justice,MoJ HQ,04-Oct-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1084071,"Ł2,552,899.53",ICT App Maint & Supp (Schedule)
Ministry of Justice,MoJ HQ,04-Oct-12,265000-IT & Telecommunications,QY200-OU10 Billback,VODAFONE CORPORATE LTD,1084172,"Ł28,407.39",MoJ HQ Vodafone Mobiles - Account 602451432 - FY 12-13
Ministry of Justice,MoJ HQ,18-Oct-12,222003-CIS Labour TFM Estates,QY200-OU10 Billback,MITIE JUSTICE LTD,1085207,"Ł31,327.00",TFM Soft Services Fixed Costs April 2012 to March 2013 MOJ HQ MITIE INTERNAL MOVES
Ministry of Justice,MoJ HQ,26-Oct-12,263000-Other Contracted Out Services,NX900-MOJ Shared Services,CABINET OFFICE,2171,"Ł31,500.00",Pension Administration Charge 
Ministry of Justice,MoJ HQ,15-Oct-12,265000-IT & Telecommunications,NX900-MOJ Shared Services,STERIA LTD,1084969,"Ł38,076.71",CCN008 Report writer
Ministry of Justice,MoJ HQ,08-Oct-12,223000-Other Expenditure,QY300-Fleet Car Mgmt,LEX AUTOLEASE LTD,1084347,"Ł45,185.24",MoJ Lease Car charges FY 12-13
Ministry of Justice,MoJ HQ,15-Oct-12,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1084894,"Ł62,787.50",ARAMIS Charges for 2012-13 ; to be reconciled and agreed Monthly
Ministry of Justice,MoJ HQ,18-Oct-12,222003-CIS Labour TFM Estates,QY200-OU10 Billback,MITIE JUSTICE LTD,1085207,"Ł136,762.33",TFM Soft Services Fixed Costs April 2012 to March 2013 MOJ HQ MITIE SECURITY
Ministry of Justice,MoJ HQ,26-Oct-12,263000-Other Contracted Out Services,NX900-MOJ Shared Services,CABINET OFFICE,2171,"Ł157,500.00",Pension Administration Charge
Ministry of Justice,MoJ HQ,15-Oct-12,265000-IT & Telecommunications,NX900-MOJ Shared Services,STERIA LTD,1084969,"Ł190,383.57", Steria OBIEE report writer resource to support the project until internal resource is mobilised.   The resource will be required for a minimum of 3 months and a maximum of 12 months 
Ministry of Justice,MoJ HQ,04-Oct-12,265000-IT & Telecommunications,NX900-MOJ Shared Services,STERIA LTD,1084149,"Ł226,397.25",CR-0139 - This is a continuation of the e-studio's provision built in BAFO and CR-012. These provisions have now expired so extension required due to service delivery gaps outside steria's direct responsibility.
Ministry of Justice,MoJ HQ,08-Oct-12,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1084349,"Ł295,964.38",Monthly Payroll Service charges for financial year 2012/13 (This replaces PO10000023349)
Ministry of Justice,MoJ HQ,15-Oct-12,262000-SCA Costs,QZ600-CPG Other,LIBERATA UK LTD,1084893,"Ł677,040.00",'FSMO 216c-Managed Accounting Service - FSMO 216C- Fixed Monthly Fee - Sep-12
Ministry of Justice,MoJ HQ,15-Oct-12,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1084894,"Ł1,216,951.98",ARAMIS Charges for 2012-13 ; to be reconciled and agreed Monthly
Ministry of Justice,MoJ HQ,08-Oct-12,246000-Current Grants,QZ600-CPG Other,UK SUPREME COURT,2093,"Ł1,313,280.00","Quarterly Funding Contribution for UK Supreme Court FY12/13- Funding Contribution for UKSC Qtr1, Funding Contribution for UKSC Qtr2,Funding Contribution for UKSC Qtr3 & Funding Contribution for UKSC Qtr4."
Ministry of Justice,MoJ HQ,26-Oct-12,611000-Debtors <1 year - Other Debtors,WW000-Balance Sheet,NPOWER,1085805,"Ł30,013.11",Invoice Overpayment / Accounting Adjustment
Ministry of Justice,MoJ HQ,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,LONDON BOROUGH OF CAMDEN,1085531,"Ł73,612.00",Rates Invoice / Accounting Adjustment
Ministry of Justice,MoJ HQ,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,CITY OF WESTMINSTER,1085529,"Ł81,738.00",Rates Invoice / Accounting Adjustment
Ministry of Justice,MoJ HQ,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,CITY OF WESTMINSTER,1085529,"Ł85,361.99",Rates Invoice / Accounting Adjustment
Ministry of Justice,MoJ HQ,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,CITY OF WESTMINSTER,1085529,"Ł140,651.73",Rates Invoice / Accounting Adjustment
Ministry of Justice,MoJ HQ,18-Oct-12,710600-Creditor < 1 year - Payable to Consolidated Fund,WW000-Balance Sheet,HM TREASURY - CFER PAYOVER,2141,"Ł493,014.85",Surrender of Consolidated Fund Extra Receipts and Fine Income to HM Treasury
Ministry of Justice,MoJ HQ,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,CITY OF WESTMINSTER,1085529,"Ł574,078.00",Rates Invoice / Accounting Adjustment
Ministry of Justice,MoJ HQ,12-Oct-12,710200-Creditors < 1 year - Trade & Other Creditors,WW000-Balance Sheet,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),2111,"Ł1,533,102.15",Government Procurement Card Management
Ministry of Justice,MoJ HQ,25-Oct-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),2169,"Ł11,500,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid
Ministry of Justice,MoJ HQ,18-Oct-12,710600-Creditor < 1 year - Payable to Consolidated Fund,WW000-Balance Sheet,HM TREASURY - CFER PAYOVER,2142,"Ł11,513,527.07",Surrender of Consolidated Fund Extra Receipts and Fine Income to HM Treasury
Ministry of Justice,MoJ HQ,18-Oct-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),6608,"Ł12,964,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid
Ministry of Justice,MoJ HQ,11-Oct-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),6603,"Ł14,049,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid
Ministry of Justice,MoJ HQ,18-Oct-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),6608,"Ł15,336,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid
Ministry of Justice,MoJ HQ,11-Oct-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),6603,"Ł15,551,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid
Ministry of Justice,MoJ HQ,25-Oct-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),2169,"Ł20,000,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid
Ministry of Justice,MoJ HQ,04-Oct-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),6597,"Ł32,502,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid
Ministry of Justice,MoJ HQ,04-Oct-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),6597,"Ł42,398,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid
Ministry of Justice,HMCTS,22-Oct-12,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1683,"Ł44,310.92",
Ministry of Justice,HMCTS,22-Oct-12,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1683,"Ł909,872.70",
Ministry of Justice,HMCTS,23-Oct-12,532000-Tangible GBV - Additions,AG999-HQ - Estates,G4S INTEGRATED SERVICES (UK) LTD,2216165,"Ł99,943.35",Liverpool Judges Lodgings - Replace fire & intruder alarms and CCTV
Ministry of Justice,HMCTS,05-Oct-12,222002-Other Property Costs,AG999-HQ - Estates,RS & SM JAMES,2196763,"Ł28,500.00",Stafford Judges' Lodgings Hirings -Keepers Lodge - Hirings Accomodation 2012/13
Ministry of Justice,HMCTS,30-Oct-12,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,ATOS IT SERVICES UK LTD,2224181,"Ł33,966.00",Service Transition of RPTS from current IT platform to MOJ IT platform A-R-03129-02
Ministry of Justice,HMCTS,30-Oct-12,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,ATOS IT SERVICES UK LTD,2224181,"Ł32,015.00",Service Transition of RPTS from current IT platform to MOJ IT platform A-R-03129-02
Ministry of Justice,HMCTS,23-Oct-12,223000-Other Expenditure,AQ999-HQ - Finance & Governance,HMRC,2216261,"Ł93,147.62",
Ministry of Justice,HMCTS,12-Oct-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2204597,"Ł79,353.00",L-R-3319-02 On boarding RPTS to DISC
Ministry of Justice,HMCTS,16-Oct-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2207414,"Ł27,535.00",L-R-3445-02 Start of System Testing
Ministry of Justice,HMCTS,19-Oct-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2213259,"Ł79,404.39",CCN-L-S-2778-03 Time and Materials (T&M) CCN (L-S-2778-03) provides continuation of cover for key resources from 1st April and expires when the maximum charges provisioned under this CCN (L-S-2778-03) run out.
Ministry of Justice,HMCTS,19-Oct-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2213259,"Ł95,340.94",CCN-L-S-2778-03 Time and Materials (T&M) CCN (L-S-2778-03) provides continuation of cover for key resources from 1st April and expires when the maximum charges provisioned under this CCN (L-S-2778-03) run out.
Ministry of Justice,HMCTS,19-Oct-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2213259,"Ł117,413.26","CCN-L-S-3043-03 - 	provision of Portfolio Management, Delivery Management, Technical Assurance, Solution Analysis and associated services from 1st April 2012 to 31st December 2012					"
Ministry of Justice,HMCTS,05-Oct-12,265000-IT & Telecommunications,AT899-HQ - ICT,ATOS IT SERVICES UK LTD,2195464,"Ł35,242.84","CCN-3353	Atos programme costs for July 2012						"
Ministry of Justice,HMCTS,05-Oct-12,265000-IT & Telecommunications,AT899-HQ - ICT,ATOS IT SERVICES UK LTD,2195464,"Ł222,454.51","CCN-3353	Atos programme costs for July 2012						"
Ministry of Justice,HMCTS,19-Oct-12,265000-IT & Telecommunications,AT899-HQ - ICT,ATOS IT SERVICES UK LTD,2212899,"Ł64,542.00","CCN 3353 - DSE Resource Aug-Sept CT and AMS						"
Ministry of Justice,HMCTS,30-Oct-12,265000-IT & Telecommunications,AT899-HQ - ICT,ATOS IT SERVICES UK LTD,2224181,"Ł152,222.00",A-R-3319-03-v04 On-boarding the Residential Property Tribunal Service (RPTS) to DISC Transition implementation work
Ministry of Justice,HMCTS,30-Oct-12,265000-IT & Telecommunications,AT899-HQ - ICT,ATOS IT SERVICES UK LTD,2224181,"Ł34,657.00","CCN3353	JJ AT AH TE Resources August-October 2012						 						"
Ministry of Justice,HMCTS,30-Oct-12,265000-IT & Telecommunications,AT899-HQ - ICT,ATOS IT SERVICES UK LTD,2224181,"Ł34,128.00","CCN3353	JJ AT AH TE Resources August-October 2012						 						"
Ministry of Justice,HMCTS,30-Oct-12,265000-IT & Telecommunications,AT899-HQ - ICT,ATOS IT SERVICES UK LTD,2224181,"Ł85,748.00",CT AMS Resources August-October 2012
Ministry of Justice,HMCTS,30-Oct-12,265000-IT & Telecommunications,AT899-HQ - ICT,ATOS IT SERVICES UK LTD,2224181,"Ł52,261.00",CCN-3353 Change and Communications Stream Lead:
Ministry of Justice,HMCTS,30-Oct-12,265000-IT & Telecommunications,AT899-HQ - ICT,ATOS IT SERVICES UK LTD,2224181,"Ł28,963.00",CCN-3353 Customer Care Stream Business Analyst
Ministry of Justice,HMCTS,30-Oct-12,265000-IT & Telecommunications,AT899-HQ - ICT,ATOS IT SERVICES UK LTD,2224181,"Ł45,156.00","CCN3353 - Resources July 2012						"
Ministry of Justice,HMCTS,30-Oct-12,265000-IT & Telecommunications,AT899-HQ - ICT,ATOS IT SERVICES UK LTD,2224181,"Ł76,100.00",CCN-3111-04-v02 Installation of WAN Links into 5 Tribunal Venue Hearing Sites in Scotland - Site Infrastructure Upgrade
Ministry of Justice,HMCTS,16-Oct-12,261000-Fuel and Utilities,BZ999-London Region,EDF ENERGY LTD,2207134,"Ł32,210.02",EDF Energy Ltd - Electricity Costs for RCJ. Strand. Period April 2012 to March 2013. (Account No. 13592343). Business Entity IH701. NAC 222142.
Ministry of Justice,HMCTS,31-Oct-12,222002-Other Property Costs,BZ999-London Region,SANDERSON WEATHERALL,2228180,"Ł47,909.58",
Ministry of Justice,HMCTS,24-Oct-12,265000-IT & Telecommunications,BZ999-London Region,DEPARTMENT FOR COMMUNITIES & LOCAL GOVERNMENT,1692,"Ł50,880.00",Supply of ongoing services for DCLG ICT services - MoJ RPTS use of Link Services beyond 30/06/12
Ministry of Justice,HMCTS,24-Oct-12,265000-IT & Telecommunications,BZ999-London Region,DEPARTMENT FOR COMMUNITIES & LOCAL GOVERNMENT,1693,"Ł50,880.00",Supply of ongoing services for DCLG ICT services - MoJ RPTS use of Link Services beyond 30/06/12
Ministry of Justice,HMCTS,16-Oct-12,222001-Maintenance,BZ999-London Region,CARILLION PLANNED MAINTENANCE,2207011,"Ł29,201.69",CIS Labour - RCJ Rolls Building PAR 2010/195 Supply of Spares for Stock - CPM.
Ministry of Justice,HMCTS,02-Oct-12,222001-Maintenance,BZ999-London Region,SYKES & SON LTD,2191559,"Ł34,783.48","CIS Labour- Snaresbrook Crown - Sykes & Son - Miscellaneous building works 2 inc repair flooring to Crt 10, Redec public corridor to Crt 13, refurb jury rooms A&B,etc, including contingency - PAR 2258 (under term contract)"
Ministry of Justice,HMCTS,02-Oct-12,222001-Maintenance,BZ999-London Region,SYKES & SON LTD,736787,"Ł31,943.50",CIS - Labour - Creation of a Resulters' room - PAR 2281 - SYKES & SON LTD - Redbridge Magistrate Court
Ministry of Justice,HMCTS,23-Oct-12,222001-Maintenance,BZ999-London Region,SYKES & SON LTD,2217611,"Ł57,870.00",CIS Labour - ILFPC - Wells Street - Sykes & Son - Redecoration to various offices throughout the court. Renewal of doors to the lift room - PAR 2250 (under term contract)
Ministry of Justice,HMCTS,24-Oct-12,222001-Maintenance,BZ999-London Region,ROMFORD BUILDING SERVICES LTD,2220450,"Ł46,500.00",CIS Labour - Camberwell Magistrates' - Romford Group Ltd - Quote ref. 34/553. Remediation works in connection with the asbestos risk management works
Ministry of Justice,HMCTS,02-Oct-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2191103,"Ł63,736.89",CIS Labour - Isleworth Crown - Mitie Justice - 0073-S-WORKS/FM-SW-RFI - PCVL works - Courtroom enabling / booths and power & data works for all
Ministry of Justice,HMCTS,10-Oct-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2201788,"Ł76,145.60",Security
Ministry of Justice,HMCTS,17-Oct-12,532000-Tangible GBV - Additions,BZ999-London Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,2210213,"Ł27,227.87",CIS Labour - Cont. No. 0073-S-WORKS/FM-SW-RFI - Replacement & upgrade of the fire alarm system - PAR L14-01 - MITIE TECHNICAL FACILITIES MANAGEMENT LTD - Croydon Combined Court
Ministry of Justice,HMCTS,17-Oct-12,532000-Tangible GBV - Additions,BZ999-London Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,2210212,"Ł27,227.87",CIS Labour - Cont. No. 0073-S-WORKS/FM-SW-RFI - Replacement & upgrade of the fire alarm system - PAR L14-01 - MITIE TECHNICAL FACILITIES MANAGEMENT LTD - Croydon Combined Court
Ministry of Justice,HMCTS,19-Oct-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2213316,"Ł326,494.82",Cleaning
Ministry of Justice,HMCTS,19-Oct-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2213316,"Ł34,747.73",Waste Disposal
Ministry of Justice,HMCTS,19-Oct-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2213316,"Ł573,406.05",Security
Ministry of Justice,HMCTS,16-Oct-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2207486,"Ł277,165.57",Repair and Maintenance
Ministry of Justice,HMCTS,16-Oct-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2207486,"Ł29,104.75",Management
Ministry of Justice,HMCTS,16-Oct-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2207486,"Ł28,985.88",Grounds Maintenance
Ministry of Justice,HMCTS,17-Oct-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2210211,"Ł91,392.00",Security
Ministry of Justice,HMCTS,30-Oct-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2224688,"Ł63,736.89",CIS Labour Isleworth Crown Mitie Justice 0073SWORKS/FM-SW-RFI  PCVL works - Courtroom enabling booths and power & data works for all
Ministry of Justice,HMCTS,19-Oct-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2213316,"Ł36,552.02",CIS Labour - Harrow Crown - Mitie Justice - 0073-S-WORKS/FM-SW-RFI -  PCVL works - Courtroom enabling / booths and power & data works for all
Ministry of Justice,HMCTS,19-Oct-12,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2213316,"Ł58,249.44","CIS Labour - LED Lighting installation upgrade (PAR 2138) - MITIE JUSTICE LTD - Blackfriars Crown Court 		"
Ministry of Justice,HMCTS,30-Oct-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2224688,"Ł114,946.26",Internal Repair and Maintenance
Ministry of Justice,HMCTS,02-Oct-12,221000-Property Rent and Rates,BZ999-London Region,CITY OF LONDON,2190693,"Ł214,306.25",
Ministry of Justice,HMCTS,12-Oct-12,532000-Tangible GBV - Additions,BZ999-London Region,WATES CONSTRUCTION LTD,2205285,"Ł335,385.56",Highbury MC - Wates Construction Ltd - Creation of additional court rooms at Highbury MC
Ministry of Justice,HMCTS,12-Oct-12,532000-Tangible GBV - Additions,BZ999-London Region,WATES CONSTRUCTION LTD,2205285,"Ł71,303.62",Enfield MC - Wates Construction Ltd - Conversion of office space at Tottenham MC
Ministry of Justice,HMCTS,12-Oct-12,222001-Maintenance,BZ999-London Region,WILSON JAMES LTD,2205312,"Ł79,689.18",CIS Labour - Royal Courts of Justice - Wilson James Ltd - Carry out Refurbishment/alteration works to Thomas More building floors 1-8 as part of the Restack.
Ministry of Justice,HMCTS,23-Oct-12,226000-Court Costs,BZ999-London Region,EUREST SERVICES,2216125,"Ł33,369.55",London Region - Eurest Smart Cards - Consolidated Juror Smartcards for 3 months
Ministry of Justice,HMCTS,23-Oct-12,226000-Court Costs,BZ999-London Region,EUREST SERVICES,2216125,"Ł48,968.67",London Region - Eurest Smart Cards - Consolidated Juror Smartcards for 3 months
